報告年度:2021,議題:溫室氣體排放,,,,,,,,,,,
公司代號,公司名稱,直接(範疇一)溫室氣體排放量-數據(公噸CO₂e),直接(範疇一)溫室氣體排放量-資料邊界,直接(範疇一)溫室氣體排放量-確信範圍,能源間接(範疇二)溫室氣體排放量-數據(公噸CO₂e),能源間接(範疇二)溫室氣體排放量-資料邊界,能源間接(範疇二)溫室氣體排放量-確信範圍,其他間接(範疇三)溫室氣體排放量-數據(公噸CO₂e),其他間接(範疇三)溫室氣體排放量-資料邊界,其他間接(範疇三)溫室氣體排放量-確信範圍,溫室氣體排放密集度-密集度(噸CO2e/單位),溫室氣體排放密集度-單位
2820,華票,無，無統計相關數據,,,323,總公司與5家分公司,,無，無統計相關數據,,,無，無統計相關數據,
2832,台產,無，本公司尚未進行溫室氣體盤查作業,,,無，本公司尚未進行溫室氣體盤查作業,,,無，本公司尚未進行溫室氣體盤查作業,,,無，本公司尚未進行溫室氣體盤查作業,
2834,臺企銀,1062.3093,總行及國內125家分行,ISO 14064,9234.7307,總行及國內125家分行,ISO 14064,2340.0702,總行及國內125家分行商務旅行及採購商品與服務之碳排放量,ISO 14064,1.94,員工人數                                                                                                                                                                                                
2836,高雄銀,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
2838,聯邦銀,47.1676,總行、中山、桃鶯、民權、苓雅分行,ISO 14064,834.3723,總行、中山、桃鶯、民權、苓雅分行,ISO 14064,160.5015,總行、中山、桃鶯、民權、苓雅分行,ISO 14064,無，無統計相關數據,
2845,遠東銀,73.9267,僅母公司總行大樓1樓、13樓、17樓、18樓、20樓、26樓、27樓,ISO 14064,869.286,僅母公司總行大樓1樓、13樓、17樓、18樓、20樓、26樓、27樓,ISO 14064,204.4876,僅母公司總行大樓1樓、13樓、17樓、18樓、20樓、26樓、27樓,ISO 14064,2.5294,人                                                                                                                                                                                                      
2849,安泰銀,2.498,公務車使用,,2963.26,外購電力,,無，無統計相關數據,,,無，無統計相關數據,
2850,新產,無，無統計相關數據,,,949971.13,總公司及分公司,,無，無統計相關數據,,,562.78,照明、空調等企業營運之用電                                                                                                                                                                              
2851,中再保,無，無統計相關數據,,,153.14,母公司,,無，無統計相關數據,,,無，無統計相關數據,
2852,第一保,無，無統計相關數據,,,979.909,全公司,,1.738,員工商務差旅，搭乘高鐵之碳足跡,,無，無統計相關數據,
2855,統一證,135.6,總部大樓,ISO 14064,1269.1,總部大樓,ISO 14064,260.96,總部大樓,ISO 14064,2.1479,噸CO2e/人/年                                                                                                                                                                                            
2867,三商壽,22.25,僅信義總公司,ISO 14064,1108.92,僅信義總公司,ISO 14064,3.83,僅信義總公司,ISO 14064,無，無統計相關數據,
2880,華南金,1061.18,本集團國內全數營運據點(含總部),ISO 14064,17279.97,本集團國內全數營運據點(含總部),ISO 14064,無，無統計相關數據,,,1.77,員工總數                                                                                                                                                                                                
2881,富邦金,3653,富邦金控、富邦人壽、台北富邦銀行、富邦產物及富邦證券。,ISO 14064,39241,富邦金控、富邦人壽、台北富邦銀行、富邦產物及富邦證券。,ISO 14064,34411,富邦金控、富邦人壽、台北富邦銀行、富邦產物及富邦證券。,ISO 14064,1.2,人(員工)                                                                                                                                                                                                
2882,國泰金,4105.41,包含集團(金控、人壽、銀行、產險、證券、投信、投顧、創投、期貨、私募)之國內據點，以及部份海外分支機構數據,ISO 14064,55868.85,包含集團(金控、人壽、銀行、產險、證券、投信、投顧、創投、期貨、私募)之國內據點，以及部份海外分支機構數據,ISO 14064,11947333.52,"(1) 其數值範疇包括集團(金控、人壽、銀行、產險、證券、投信、投顧、創投、期貨、私募)之國內據點運輸排放、商務差旅、營運廢棄物、採購商品排放、產品使用階段與產品生命終期排放。 (2)投資授信部位係依據「碳會計金融合作夥伴關係」(PCAF)發展之方法學計算，其中股權及債券部位係以2021年底部位計算，包括股權及公司債，授信部位涉及非上市櫃企業財報數據更新，目前可計算之最新年度的碳盤查數據為2020年，其數值包括發電專案融資、不動產抵押貸款、企業長期貸款部位碳排放。",1. 運輸排放、商務差旅、營運廢棄物、採購商品排放、產品使用階段與產品生命終期排放：ISO14064-1      2. 股權及債券、授信部位碳排放：AA1000AS v3第二查證類型高度保證等級                                     ,0.43,營業額
2883,凱基金,1758.97,包含合併報表之母子公司，員工涵蓋率99.27%,ISO 14064,20270.39,包含合併報表之母子公司，員工涵蓋率99.27%,ISO 14064,7164.3,包含合併報表之母子公司，員工涵蓋率99.27%,ISO 14064,無，無統計相關數據,
2884,玉山金,1857.3,100%持有合併財務報表之母子公司,ISO 14064,22104.72,市場基準，包含100%持有合併財務報表之母子公司,ISO 14064,49161.38,市場基準，包含100%持有合併財務報表之母子公司,ISO 14064,0.4139,營收百萬元                                                                                                                                                                                              
2885,元大金,1660.71,公司或包含合併財務報表之母子公司之台灣營運範疇,ISO 14064,22449.12,公司或包含合併財務報表之母子公司之台灣營運範疇,ISO 14064,4035.19,公司或包含合併財務報表之母子公司之台灣營運範疇,ISO 14064,186.63,新台幣10億營收                                                                                                                                                                                          
2886,兆豐金,3011.15,包含合併財務報表母子公司之國內所有據點,ISO 14064,17178.03,包含合併財務報表母子公司之國內所有據點,ISO 14064,415840.08,包含合併財務報表母子公司之國內所有據點「外購電力上游」、「商務差旅」及「投資」,ISO 14064,0.3352,淨收益百萬元                                                                                                                                                                                            
2887,台新新光金,1136,據點涵蓋台新金控、台新銀行、台新證券、台新投信、台新創投、AMC及台新投顧；台新人壽於2021年7月加入台新金控，因相關盤查數據未滿一年故本次不納入人壽數字; 2021年7~12月人壽數字為6.6噸CO2e,ISO 14064,18753,以市場基準申報；據點涵蓋台新金控、台新銀行、台新證券、台新投信、台新創投、AMC及台新投顧；台新人壽於2021年7月加入台新金控，因相關盤查數據未滿一年故本次不納入人壽數字; 2021年7~12月人壽數字為951噸CO2e,ISO 14064,4787606.1,據點涵蓋台新金控、台新銀行、台新證券、台新投信、台新創投、AMC及台新投顧，台新人壽於2021年7月加入台新金控，因相關盤查數據未滿一年故本次不納入人壽數字；其他間接排放項目包含產品使用(飲水機、ATM間接排放及信用卡製造之間接排放)及產業投資,ISO 14064,1.788,員工人數                                                                                                                                                                                                
2889,國票金,335.9317,涵蓋國票金融控股公司、國際票券金融股份有限公司(9間)、國票綜合證券股份有限公司(26間)、國票證券投資顧問股份有限公司、國票期貨股份有限公司、國票證創業投資股份有限公司、國票創業投資股份有限公司、樂天國際商業銀行股份有限公司(2間)、國旺國際融資租賃有限公司(六間)，共計48個據點,ISO 14064,3471.239,涵蓋國票金融控股公司、國際票券金融股份有限公司(9間)、國票綜合證券股份有限公司(26間)、國票證券投資顧問股份有限公司、國票期貨股份有限公司、國票證創業投資股份有限公司、國票創業投資股份有限公司、樂天國際商業銀行股份有限公司(2間)、國旺國際融資租賃有限公司(六間)，共計48個據點,ISO 14064,924.6235,涵蓋國票金融控股公司、國際票券金融股份有限公司(9間)、國票綜合證券股份有限公司(26間)、國票證券投資顧問股份有限公司、國票期貨股份有限公司、國票證創業投資股份有限公司、國票創業投資股份有限公司、樂天國際商業銀行股份有限公司(2間)、國旺國際融資租賃有限公司(六間)，共計48個據點,ISO 14064,0.4655,淨收益百萬NTD                                                                                                                                                                                           
2890,永豐金,1061.8468,"金控及旗下5家主要子公司（永豐銀行、永豐金證券、永豐投信、永豐金租賃、永豐創業投資) 之國內所有營運據點納入統計範疇。",ISO 14064-1：2018(類別1)                                                                                                                                                                                ,16757.3928,"金控及旗下5家主要子公司（永豐銀行、永豐金證券、永豐投信、永豐金租賃、永豐創業投資) 之國內所有營運據點納入統計範疇。",ISO 14064-1：2018(類別2)                                                                                                                                                                                ,7029.5492,"金控及旗下5家主要子公司（永豐銀行、永豐金證券、永豐投信、永豐金租賃、永豐創業投資） 之國內所有營運據點納入統計範疇。",ISO 14064-1：2018(類別3~6)                                                                                                                                                                              ,2.1098,每人                                                                                                                                                                                                    
2891,中信金,3377,中信銀行及金控轄下各子公司,ISO14064-1:2018                                                                                                                                                                                         ,38817,中信銀行及金控轄下各子公司,ISO14064-1:2018                                                                                                                                                                                         ,16678897,銀行部分授信、銀行投資、證券投資、保險投資、上市櫃及未上市櫃股權和公司債、法人授信、電廠專案融資、以及房貸之財務碳排量,,0.23,營業額
2892,第一金,2470,本公司暨合併財報內子公司除「第一金證券亞洲」因係設籍於英屬維京群島之紙上公司且已盤查其實際營運之子公司「第一金和昇證券」而未列入盤查範圍外，各公司全數營運據點已完成盤查作業。,ISO 14064,19409,本公司暨合併財報內子公司除「第一金證券亞洲」因係設籍於英屬維京群島之紙上公司且已盤查其實際營運之子公司「第一金和昇證券」而未列入盤查範圍外，各公司全數營運據點已完成盤查作業。,ISO 14064,388,"1.類別三(運輸造成之間接溫室氣體排放-商務旅行) : 290公噸CO2e。涵蓋範圍為銀行、證券、投信、人壽、AMC子公司。 2.類別四(組織使用產品造成之間接溫室氣體排放-營運產生的廢棄物處理) : 98公噸CO2e。涵蓋範圍為國內全數營運據點。",ISO 14064,0.35,淨收益百萬NTD。本公司暨合併財報內子公司除「第一金證券亞洲」因係設籍於英屬維京群島之紙上公司且已盤查其實際營運之子公司「第一金和昇證券」而未列入盤查範圍外，各公司全數營運據點已完成盤查作業。           
2897,王道銀行,225.2523,母公司全台營運據點,ISO 14064,2772.074,母公司全台營運據點,ISO 14064,465.987,母公司全台營運據點,ISO 14064,3.967,員工人數                                                                                                                                                                                                
2901,欣欣,無，無統計相關數據,,,3201.574,包含合併財務報表之母子公司,,無，無統計相關數據,,,無，無統計相關數據,
2903,遠百,4034.3,僅母公司,,67146.2,僅母公司,,51582.5,僅母公司,,151.77,億元營業額                                                                                                                                                                                              
2904,匯僑,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
2905,三商,無，無統計相關數據,,,808.77,母公司(建北大樓),,無，無統計相關數據,,,無，無統計相關數據,
2906,高林,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
2908,特力,28.15,母公司,,1530.13,母公司,,無，無統計相關數據,,,0.07,百萬營收                                                                                                                                                                                                
2910,統領,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
2911,麗嬰房,481,僅母公司,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
2912,統一超,31252.97,"母公司，盤查範圍涵蓋6,522個據點，包含門市、後勤辦公室、訓練中心，溫室氣體盤查邊界涵蓋率99.41%。",ISO 14064,464932.82,"母公司，盤查範圍涵蓋6,522個據點，包含門市、後勤辦公室、訓練中心，溫室氣體盤查邊界涵蓋率99.41%。",ISO 14064,185910.72,母公司,ISO 14064,2.95,百萬營業額                                                                                                                                                                                              
2913,農林,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
2915,潤泰全,無，無統計相關數據,,,317.55,母公司,,無，無統計相關數據,,,無，無統計相關數據,
2923,鼎固-KY,1615.59,包含上海打浦橋日月光中心、上海嘉定日月光中心、上海御華山以及重慶日月光中心，共計四據點。,,68059.55,包含上海打浦橋日月光中心、上海嘉定日月光中心、上海御華山以及重慶日月光中心，共計四據點。,,無，無統計相關數據,,,1.45,新台幣十萬元營收                                                                                                                                                                                        
2929,淘帝-KY,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
2939,永邑-KY,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
2945,三商家購,無，無統計相關數據,,,無，無統計相關數據,,,54.798,僅母公司台電每月電費單據其數據顯示之減碳排量,,無，無統計相關數據,
3002,歐格,無，無統計相關數據,,,52.01,僅母公司,,無，無統計相關數據,,,0.2,營業額
3003,健和興,138.59,僅母公司,,7951.37,僅母公司,,無，無統計相關數據,,,0.0024,營業額
3004,豐達科,102.12,母公司,,663.04,母公司,,無，ISO14064-1輔導階段，尚待彙總計算中,,,0.59,單位:百萬營業額                                                                                                                                                                                         
3005,神基,10331.46,涵蓋神基投控暨其八家子公司,ISO 14064,125222.42,涵蓋神基投控暨其八家子公司,ISO 14064,209197.56,涵蓋神基投控暨其八家子公司,ISO 14064,4.5219,營業額
3006,晶豪科,124,母公司,,3246,母公司,,無，無統計相關數據,,,0.1413,營業額
3008,大立光,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
3010,華立,1443.1789,母公司及子公司(全順),,1474.0598,母公司及子公司(全順),,無，無統計相關數據,,,5235,營業額
3011,今皓,無，尚在評估中,,,無，尚在評估中,,,無，尚在評估中,,,無，尚在評估中,
3013,晟銘電,1949.87,包含合併財務報表之母子公司,,33996.01,包含合併財務報表之母子公司,,無，無統計相關數據,,,無，無統計相關數據,
3014,聯陽,139,母公司,,1282,母公司,,0,母公司,,無，無統計相關數據,
3015,全漢,1371.42,母公司與部分子公司,ISO 14064,16739.25,母公司與部分子公司,ISO 14064,11.57,範疇三:商務旅行(母公司與部分子公司),ISO 14064,1.0877,營業額
3016,嘉晶,3886,僅母公司,,51059,僅母公司,,無，尚未納入盤查範圍,,,0.5808,產品
3017,奇鋐,4064.71,台灣高雄、深圳奇宏/興奇宏、東莞明鑫/興奇宏、成都奇宏、武漢奇宏/興奇宏、嘉善萬順達,ISO 14064,111611.82,台灣高雄、深圳奇宏/興奇宏、東莞明鑫/興奇宏、成都奇宏、武漢奇宏/興奇宏、嘉善萬順達,ISO 14064,無，無統計相關數據,,,2.44,"溫室氣體排放總量/營業額=115,676.53 噸co2 / 47,332 TWD’M =2.44%                                                                                                                                         "
3018,隆銘綠能,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
3019,亞光,172.0253,僅母公司潭子廠區,ISO 14064,11036.1493,僅母公司潭子廠區,ISO 14064,1912.3544,僅母公司潭子廠區,ISO 14064,0.53,營業額
3021,鴻名,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
3022,威強電,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
3023,信邦,2318.55,集團100%持股之11個據點,ISO 14064,21326.04,集團100%持股之11個據點,ISO 14064,19801.85,集團100%持股之11個據點,ISO 14064,0.92,"23,644.59(噸)/25,530.706(新台幣百萬元,2021年營收)= 0.92                                                                                                                                                 "
3024,憶聲,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
3025,星通,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
3026,禾伸堂,338.13,母公司,,23607.09,母公司,,無，無統計相關數據,,,1.21,產品
3027,盛達,無，預計9月底申報,,,無，預計9月底申報,,,無，預計9月底申報,,,無，預計9月底申報,
3028,增你強,無，無統計相關數據,,,570.73,母公司,,無，無統計相關數據,,,0.014,營業額
3029,零壹,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
3030,德律,無，本公司屬實收資本額 23.6 億元之公司，個體公司(即母公司) 及合併子公司，是分別屬於第三階段和第四階段，須於2026年和2027年完成溫室氣體盤查，目前尚無需要進行盤查,,,無，本公司屬實收資本額 23.6 億元之公司，個體公司(即母公司) 及合併子公司，是分別屬於第三階段和第四階段，須於2026年和2027年完成溫室氣體盤查，目前尚無需要進行盤查,,,無，本公司屬實收資本額 23.6 億元之公司，個體公司(即母公司) 及合併子公司，是分別屬於第三階段和第四階段，須於2026年和2027年完成溫室氣體盤查，目前尚無需要進行盤查,,,無，本公司屬實收資本額 23.6 億元之公司，個體公司(即母公司) 及合併子公司，是分別屬於第三階段和第四階段，須於2026年和2027年完成溫室氣體盤查，目前尚無需要進行盤查,
3031,佰鴻,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
3032,偉訓,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
3033,威健,30.12,威健在台灣營運據點為主（臺北內湖總公司、內湖倉儲中心、桃園倉儲中心及中南部聯絡處(新竹、臺中及高雄)）,,386.06,威健在台灣營運據點為主（臺北內湖總公司、內湖倉儲中心、桃園倉儲中心及中南部聯絡處(新竹、臺中及高雄)）,,無，無盤查,,,0.0372,樓地板面積m2                                                                                                                                                                                            
3034,聯詠,276.4467,母公司,ISO 14064-1                                                                                                                                                                                             ,17024.3129,母公司,ISO 14064-1                                                                                                                                                                                             ,無，範疇三2021年只作排放源鑑別未進行量化，預計2022年增加範疇三盤查,,,0.1278,新臺幣百萬營業額                                                                                                                                                                                        
3035,智原,34.21,母公司,,3332.74,母公司,,無，無統計相關數據,,,0.5,營業額
3036,文曄,144.6972,包含合併財務報表母子公司之台灣各營運據點,ISO 14064,1038.5507,包含合併財務報表母子公司之台灣各營運據點,ISO 14064,190.9526,包含合併財務報表母子公司之台灣各營運據點,ISO 14064,0.0442,樓地板面積(平方公尺)                                                                                                                                                                                    
3037,欣興,34169,母公司及部份子公司,ISO 14064,912692,母公司及部份子公司,ISO 14064,252932,母公司及部份子公司,ISO 14064,9.06,百萬元營業額                                                                                                                                                                                            
3038,全台,86,母公司及東莞廠,,13819,母公司及東莞廠,,無，無統計相關數據,,,0.0012,PCS                                                                                                                                                                                                     
3040,遠見,0,母公司,,20,母公司,,無，無工廠，無生產行為,,,無，無工廠，無生產行為,
3041,揚智,2.6085,僅母公司,,1096.87,僅母公司,,無，無統計相關數據,,,0.0167,產品
3042,晶技,301.0695,台灣晶技平鎮廠,ISO 14064,21214.9482,台灣晶技平鎮廠,ISO 14064,3955.8297,類別三及類別四,ISO 14064,0.045,產品
3043,科風,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
3044,健鼎,67261,健鼎-平鎮/無錫/湖北廠區,,973667,健鼎-平鎮/無錫/湖北廠區,,無，無統計相關數據,,,0.0165,營業額
3045,台灣大,6177.7965,含合併財務報表之母子公司共13家,ISO 14064,269124.5399,含合併財務報表之母子公司共13家,ISO 14064,350484.7844,含合併財務報表之母子公司共13家,ISO 14064,0,營業額
3046,建碁,2.22,僅申報公司,ISO 14064,113,僅申報公司,ISO 14064,無，僅部分項目併入母公司進行計算,,ISO 14064,0.04,百萬營業額                                                                                                                                                                                              
3047,訊舟,無，無統計相關數據,,,832.908,僅母公司,,無，無統計相關數據,,,0.2292,百萬營業額                                                                                                                                                                                              
3048,益登,無，無統計相關數據,,,419,僅母公司(台灣區),,無，無統計相關數據,,,0.004,百萬營業額                                                                                                                                                                                              
3049,精金,39846.589,母公司,ISO 14064,44300.736,母公司,ISO 14064,無，無統計相關數據,,,0.17,產品
3050,鈺德,95.329,僅母公司,,7072.006,僅母公司,,無，無統計相關數據,,,7167.335,產品
3051,力特,0.35,母公司,,18960.06,母公司,,無，無統計相關數據,,,5.1,營業額
3052,夆典,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
3054,立萬利,"無，依「上市櫃公司永續發展路徑圖之時程」規劃，本公司適用時程屬第三階段,115年完成盤查,117年完成查證,故尚無資料。",,,"無，依「上市櫃公司永續發展路徑圖之時程」規劃，本公司適用時程屬第三階段,115年完成盤查,117年完成查證,故尚無資料。",,,"無，依「上市櫃公司永續發展路徑圖之時程」規劃，本公司適用時程屬第三階段,115年完成盤查,117年完成查證,故尚無資料。",,,"無，依「上市櫃公司永續發展路徑圖之時程」規劃，本公司適用時程屬第三階段,115年完成盤查,117年完成查證,故尚無資料。",
3055,蔚華科,12.96,僅母公司,,1851.42,僅母公司,,0,僅母公司,,1.57,百萬營業額                                                                                                                                                                                              
3056,富華新,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
3057,喬鼎,23.66,母公司,,1105.23,母公司,,無，無統計相關數據,,,1.4859,百萬營業額                                                                                                                                                                                              
3058,立德,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
3059,華晶科,無，無統計相關數據,,,1145,母公司,,無，無統計相關數據,,,無，無統計相關數據,
3060,銘異,81.43,僅桃園市龜山區母公司範疇,,5408.52,僅桃園市龜山區母公司範疇,,無，無統計相關數據,,,無，無統計相關數據,
3062,建漢,698.186,僅母公司,,677.1751,僅母公司,,無，無統計相關數據,,,0,營業額
3090,日電貿,15.496,僅母公司,,167.921,僅母公司,,無，無統計相關數據,,,無，無統計相關數據,
3092,鴻碩,1571.49,合併財務報表之重要子公司-鴻碩蘇州公司,ISO 14064,13117.7649,合併財務報表之重要子公司-鴻碩蘇州公司,ISO 14064,15230.14,合併財務報表之重要子公司-鴻碩蘇州公司,ISO 14064,0.0099,營業額
3094,聯傑,18.098,母公司,,396.1,母公司,,657.33,母公司,,1.5116,營業額
3130,一零四,無，無生產活動，少量不具重大性,,,1040.328,包含合併財務報表之母子公司全台營運據點,,無，無統計相關數據,,,0.0369,無生產活動，以每坪碳排放量計算                                                                                                                                                                          
3135,凌航,,,N/A,N/A,N/A,N/A,,,N/A,,
3138,耀登,16.0987,僅母公司,,124.3353,僅母公司,,76.4055,僅母公司,,0,營業額
3149,正達,49.52,母公司,,26789.2,母公司,,無，無統計相關數據,,,11.04,"(間接+直接)26,838.72噸CO2e/個體營收淨額2,431百萬元                                                                                                                                                      "
3150,鈺寶-創,,,N/A,N/A,N/A,N/A,,,N/A,,
3164,景岳,162.5232,"110年天然氣使用量(鍋爐) 110年	立方公尺 1月	6984.9 2月	4166.73 3月	7056.54 4月	6036.12 5月	7580.35 6月	7586.11 7月	6501.85 8月	7893.72 9月	10685 10月	6964.4 11月	7722.41 12月	7228.61",,2066.1316,"110年用電度數 11001	302700 11002	232900 11003	336200 11004	333100 11005	379600 11006	378400 11007	389100 11008	396100 11009	353900 11010	368200 11011	325600 11012	320000",,無，無統計相關數據,,,59.3623,產品
3167,大量,80,母公司,,2233,母公司,,無，無統計相關數據,,,無，無統計相關數據,
3168,眾福科,,,N/A,N/A,N/A,N/A,,,N/A,,
3189,景碩,16293.958,僅母公司,ISO 14064,233403.782,僅母公司,ISO 14064,151399.3,僅母公司,ISO 14064,0.067,產品
3209,全科,無，無統計相關數據,,,259.92,僅包含母公司的台灣總部、各點辦公室及物流倉儲。,,無，無統計相關數據,,,0.55,營業額
3229,晟鈦,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
3231,緯創,20382.51,母公司(內湖總部/汐止辦公區/新竹廠)及全球主要營運與製造廠區(昆山廠、泰州廠、中山廠、重慶廠、成都廠、墨西哥廠、捷克廠及昆山光電廠),ISO 14064,287909.87,母公司(內湖總部/汐止辦公區/新竹廠)及全球主要營運與製造廠區(昆山廠、泰州廠、中山廠、重慶廠、成都廠、墨西哥廠、捷克廠及昆山光電廠),ISO 14064,16141042.93,母公司(內湖總部/汐止辦公區/新竹廠)及全球主要營運與製造廠區(昆山廠、泰州廠、中山廠、重慶廠、成都廠、墨西哥廠、捷克廠及昆山光電廠),ISO 14064,0.39,單位:千噸CO2e/十億元新台幣(以緯創全球主要製造廠區溫室氣體排放量 / 廠區營收做為計算基準)                                                                                                                 
3257,虹冠電,無，無燃燒源,,,356,110年台電帳單統計,,無，無統計相關數據,,,27.607,營業額
3266,昇陽,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
3296,勝德,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
3305,昇貿,55,母公司,,1144,母公司,,無，無統計相關數據,,,無，無統計相關數據,
3308,聯德,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
3311,閎暉,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
3312,弘憶股,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
3321,同泰,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
3338,泰碩,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
3346,麗清,4.8,發電機用柴油+化糞池2021/01~2021/12,,1147.6,台電電力2021/01~2021/12,,無，無統計相關數據,,,無，無統計相關數據,
3356,奇偶,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
3376,新日興,551.8689,僅母公司,ISO 14064,25750.3185,僅母公司,ISO 14064,5098.215,僅母公司,ISO 14064,無，無統計相關數據,
3380,明泰,96.6415,明泰科技新竹廠,ISO 14064,4327.4167,明泰科技新竹廠,ISO 14064,633252.506,明泰科技新竹廠,ISO 14064,0.0026,營業額
3406,玉晶光,49.805,台中市大雅區科雅東路一號，包括辦公室、作業廠區及依據環保署管制編號要求設定。,,12160.2472,台中市大雅區科雅東路一號，包括辦公室、作業廠區及依據環保署管制編號要求設定。,,無，其他來自於他人之資源、設備所產生的排放，亦包括任何與公司商業活動有關，但來自他人資產。,,,83.252,產品
3413,京鼎,無，預計9月出具,,,無，預計9月出具,,,無，預計9月出具,,,無，預計9月出具,
3416,融程電,41.02,僅母公司,,711.66,僅母公司,,無，無統計相關數據,,,0.301,營業額
3419,譁裕,無，無統計相關數據,,,888,僅母公司,,無，無統計相關數據,,,無，無統計相關數據,
3432,台端,0,包含合併財務報表之母子公司,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
3437,榮創,411.8022,榮創能源科技股份有限公司,ISO 14064,9253.7676,榮創能源科技股份有限公司,ISO 14064,無，無統計相關數據,,,無，無統計相關數據,
3443,創意,101.85,本次報告書邊界為創意電子台灣地區，涵蓋新竹總部、新竹分部，未納入海外子公司,ISO 14064,4546.82,本次報告書邊界為創意電子台灣地區，涵蓋新竹總部、新竹分部，未納入海外子公司,ISO 14064,3.34,本次報告書邊界為創意電子台灣地區，涵蓋新竹總部、新竹分部，未納入海外子公司,ISO 14064,0.31,營業額
3450,聯鈞,107.77,母公司,,12358.14,母公司,,無，無統計相關數據,,,無，無統計相關數據,
3481,群創,305787.56,群創光電(母公司)及子公司：寧波群志光電、寧波群輝光電、佛山群志光電、佛山群輝物流、南京群志光電、上海群志光電、寧波群豐駿電子,ISO 14064,3014686.89,群創光電(母公司)及子公司：寧波群志光電、寧波群輝光電、佛山群志光電、佛山群輝物流、南京群志光電、上海群志光電、寧波群豐駿電子,ISO 14064,609013.89,群創光電(母公司)及子公司：寧波群志光電、寧波群輝光電、佛山群志光電、佛山群輝物流、南京群志光電、上海群志光電、寧波群豐駿電子,ISO 14064,0,"1.單位:溫室氣體排放量(噸CO2e)/營業額(元)。2.溫室氣體排放量為2021年度排放量, 營業額為2021年度營業額。                                                                                                    "
3494,誠研,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
3501,維熹,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
3504,揚明光,0.52,僅母公司,,14688.75,僅母公司,,無，無統計相關數據,,,無，無統計相關數據,
3515,華擎,無，無統計相關數據,,,1074.22,僅母公司,,無，無統計相關數據,,,0.074,每百萬營業額                                                                                                                                                                                            
3518,柏騰,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
3528,安馳,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
3530,晶相光,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
3532,台勝科,6302.93,僅母公司,ISO 14064,234876.19,僅母公司,ISO 14064,,,,0.061,產品
